,County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
496,Rabun,Georgia,42500,52874,16645,13,241,GA
497,Towns,Georgia,48219,53651,11617,13,281,GA
498,Treutlen,Georgia,32241,49390,6795,13,283,GA
499,Irwin,Georgia,37736,56000,9320,13,155,GA
500,Appling,Georgia,40304,50126,18440,13,001,GA
501,Lumpkin,Georgia,51790,64846,32402,13,187,GA
502,Miller,Georgia,44542,57500,5787,13,201,GA
503,Oconee,Georgia,90751,105880,38132,13,219,GA
504,Henry,Georgia,71288,79989,225356,13,151,GA
505,Long,Georgia,54605,58556,18692,13,183,GA
506,Stephens,Georgia,47164,59886,25750,13,257,GA
507,Jeff Davis,Georgia,36669,43130,15036,13,161,GA
508,Calhoun,Georgia,34167,40061,6365,13,037,GA
509,Bibb,Georgia,41334,56314,153200,13,021,GA
510,Marion,Georgia,44643,56547,8432,13,197,GA
511,Bleckley,Georgia,48174,55938,12807,13,023,GA
512,Franklin,Georgia,42488,53927,22766,13,119,GA
513,Lamar,Georgia,44846,64792,18672,13,171,GA
514,Emanuel,Georgia,37453,44620,22533,13,107,GA
515,Jasper,Georgia,51250,58318,13916,13,159,GA
516,Liberty,Georgia,48007,51582,61349,13,179,GA
517,Seminole,Georgia,33357,44347,8321,13,253,GA
518,Twiggs,Georgia,34879,52788,8229,13,289,GA
519,Taylor,Georgia,33832,44286,8116,13,269,GA
520,Toombs,Georgia,40175,54338,26972,13,279,GA
521,Montgomery,Georgia,41996,50872,9058,13,209,GA
522,Rockdale,Georgia,60189,69025,89717,13,247,GA
523,Wheeler,Georgia,30192,50141,7928,13,309,GA
524,Banks,Georgia,47811,55578,18708,13,011,GA
525,Clarke,Georgia,38623,55187,126176,13,059,GA
526,Glynn,Georgia,52977,67054,84470,13,127,GA
527,Jackson,Georgia,65385,74404,67885,13,157,GA
528,Jones,Georgia,56020,64545,28579,13,169,GA
529,Muscogee,Georgia,46408,60074,195739,13,215,GA
530,Stewart,Georgia,29732,40722,6293,13,259,GA
531,Turner,Georgia,37039,48024,7943,13,287,GA
532,Atkinson,Georgia,37197,45926,8239,13,003,GA
533,Baker,Georgia,32917,51563,3132,13,007,GA
534,Candler,Georgia,33736,40040,10812,13,043,GA
535,Carroll,Georgia,53737,64446,117183,13,045,GA
536,Crisp,Georgia,36042,42983,22713,13,081,GA
537,Cobb,Georgia,77932,95474,751218,13,067,GA
538,Dade,Georgia,42581,58786,16197,13,083,GA
539,Brooks,Georgia,38285,49201,15590,13,027,GA
540,Elbert,Georgia,38678,45161,19166,13,105,GA
541,Jenkins,Georgia,27375,39634,8793,13,165,GA
542,Newton,Georgia,56316,62776,108079,13,217,GA
543,Colquitt,Georgia,36435,44109,45486,13,071,GA
544,Clayton,Georgia,47864,53319,283538,13,063,GA
545,Hall,Georgia,62984,72272,198667,13,139,GA
546,Hawaii,Hawaii,62409,75331,199459,15,001,HI
547,Honolulu,Hawaii,85857,101184,984821,15,003,HI
548,Kauai,Hawaii,83554,92601,71769,15,007,HI
549,Kalawao,Hawaii,69375,126250,66,15,005,HI
550,Maui,Hawaii,80948,89609,165979,15,009,HI
551,Cassia,Idaho,52935,58528,23690,16,031,ID
552,Lincoln,Idaho,50053,53958,5350,16,063,ID
553,Valley,Idaho,64475,76996,10709,16,085,ID
554,Franklin,Idaho,57215,64777,13464,16,041,ID
555,Nez Perce,Idaho,58107,73784,40217,16,069,ID
556,Kootenai,Idaho,57242,67710,157322,16,055,ID
557,Minidoka,Idaho,53370,57226,20705,16,067,ID
558,Twin Falls,Idaho,52919,62475,84869,16,083,ID
559,Blaine,Idaho,56694,71306,22373,16,013,ID
560,Boise,Idaho,59646,70687,7378,16,015,ID
561,Butte,Idaho,42132,52813,2581,16,023,ID
562,Gooding,Idaho,47204,59727,15148,16,047,ID
563,Ada,Idaho,66293,84884,456849,16,001,ID
564,Bear Lake,Idaho,54167,66987,6000,16,007,ID
565,Bingham,Idaho,55472,64652,45839,16,011,ID
566,Camas,Idaho,39688,61250,1048,16,025,ID
567,Clearwater,Idaho,43915,58527,8673,16,035,ID
568,Jefferson,Idaho,63048,69090,28534,16,051,ID
569,Lemhi,Idaho,39324,57292,7847,16,059,ID
570,Payette,Idaho,50579,62151,23260,16,075,ID
571,Benewah,Idaho,47556,52743,9138,16,009,ID
572,Bonner,Idaho,50256,65289,43611,16,017,ID
573,Clark,Idaho,46154,58438,913,16,033,ID
574,Custer,Idaho,40875,53125,4169,16,037,ID
575,Elmore,Idaho,46855,54321,26743,16,039,ID
576,Fremont,Idaho,58065,62629,13020,16,043,ID
577,Madison,Idaho,39160,42416,39100,16,065,ID
578,Shoshone,Idaho,39386,51623,12609,16,079,ID
579,Idaho,Idaho,41516,51595,16411,16,049,ID
580,Teton,Idaho,74216,89922,11426,16,081,ID
581,Power,Idaho,48823,59886,7671,16,077,ID
582,Washington,Idaho,40992,48767,10057,16,087,ID
583,Oneida,Idaho,53841,60842,4385,16,071,ID
584,Gem,Idaho,45492,55925,17331,16,045,ID
585,Adams,Idaho,48856,57010,4097,16,003,ID
586,Jerome,Idaho,52921,60856,23730,16,053,ID
587,Lewis,Idaho,41198,55208,3838,16,061,ID
588,Owyhee,Idaho,43798,52029,11552,16,073,ID
589,Boundary,Idaho,43423,61150,11845,16,021,ID
590,Caribou,Idaho,59053,65375,6953,16,029,ID
591,Bannock,Idaho,51734,64745,85765,16,005,ID
592,Bonneville,Idaho,60615,71259,114392,16,019,ID
593,Canyon,Idaho,52134,60198,217633,16,027,ID
594,Latah,Idaho,49158,71015,39505,16,057,ID
595,Fayette,Illinois,46650,57836,21565,17,051,IL
596,Logan,Illinois,57308,74457,29003,17,107,IL
597,Saline,Illinois,44090,54492,23994,17,165,IL
598,Lake,Illinois,89427,108478,701473,17,097,IL
599,Massac,Illinois,47481,61028,14219,17,127,IL
600,Cass,Illinois,52373,61364,12493,17,017,IL
601,Moultrie,Illinois,61456,71652,14641,17,139,IL
602,Pike,Illinois,47492,62534,15672,17,149,IL
603,Pope,Illinois,38056,64226,4203,17,151,IL
604,St. Clair,Illinois,55179,75024,262338,17,163,IL
605,Shelby,Illinois,52953,65528,21737,17,173,IL
606,Champaign,Illinois,52797,82423,209922,17,019,IL
607,Calhoun,Illinois,63009,77074,4830,17,013,IL
608,Ford,Illinois,52092,66767,13270,17,053,IL
609,Kane,Illinois,79394,95005,531376,17,089,IL
610,Kendall,Illinois,96563,105313,126054,17,093,IL
611,Brown,Illinois,61655,80000,6628,17,009,IL
612,Marion,Illinois,47519,60645,37743,17,121,IL
613,Mason,Illinois,48417,61639,13621,17,125,IL
614,Iroquois,Illinois,52700,67162,27812,17,075,IL
615,Clay,Illinois,48500,57279,13287,17,025,IL
616,Gallatin,Illinois,44076,55677,5064,17,059,IL
617,Monroe,Illinois,85747,101294,34168,17,133,IL
618,Union,Illinois,50625,61026,16968,17,181,IL
619,Winnebago,Illinois,54489,66940,284819,17,201,IL
620,Pulaski,Illinois,34640,47554,5510,17,153,IL
621,Schuyler,Illinois,52357,64896,6953,17,169,IL
622,Edgar,Illinois,53647,65115,17407,17,045,IL
623,Boone,Illinois,69272,78963,53537,17,007,IL
624,Bureau,Illinois,57436,70610,33122,17,011,IL
625,Coles,Illinois,46202,61210,51353,17,029,IL
626,Crawford,Illinois,49779,63926,18972,17,033,IL
627,Putnam,Illinois,63638,77458,5721,17,155,IL
628,De Witt,Illinois,55587,69383,15932,17,039,IL
629,Lee,Illinois,58194,75617,34389,17,103,IL
630,Macoupin,Illinois,55159,67395,45463,17,117,IL
631,Richland,Illinois,48894,65554,15766,17,159,IL
632,Washington,Illinois,61763,78619,14058,17,189,IL
633,Hancock,Illinois,52561,65654,17983,17,067,IL
634,Madison,Illinois,60738,77608,264776,17,119,IL
635,Grundy,Illinois,77350,87786,50666,17,063,IL
636,Kankakee,Illinois,58902,73266,110637,17,091,IL
637,Mercer,Illinois,59787,74262,15589,17,131,IL
638,DuPage,Illinois,92809,114001,929060,17,043,IL
639,Alexander,Illinois,36806,45325,6260,17,003,IL
640,Menard,Illinois,74684,91010,12306,17,129,IL
641,LaSalle,Illinois,58142,71049,109737,17,099,IL
642,Cook,Illinois,64660,80744,5198275,17,031,IL
643,Macon,Illinois,50480,68961,105528,17,115,IL
644,Stephenson,Illinois,48805,62346,45093,17,177,IL
645,Wayne,Illinois,50251,61438,16402,17,191,IL
646,Woodford,Illinois,72808,84855,38700,17,203,IL
647,Franklin,Illinois,42769,54533,38923,17,055,IL
648,McDonough,Illinois,44471,70477,30479,17,109,IL
649,McHenry,Illinois,86799,100294,307714,17,111,IL
650,Montgomery,Illinois,52748,66823,28828,17,135,IL
651,Whiteside,Illinois,54232,68161,56016,17,195,IL
652,Adams,Illinois,52993,68824,66085,17,001,IL
653,Clinton,Illinois,66639,80642,37634,17,027,IL
654,DeKalb,Illinois,63317,81027,104366,17,037,IL
655,Edwards,Illinois,51080,70923,6455,17,047,IL
656,Jasper,Illinois,54256,67524,9594,17,079,IL
657,Jefferson,Illinois,49896,62066,37985,17,081,IL
658,Vermilion,Illinois,46515,59153,77563,17,183,IL
659,Will,Illinois,86961,101880,689315,17,197,IL
660,Williamson,Illinois,50734,66949,67102,17,199,IL
661,Clark,Illinois,56531,66615,15716,17,023,IL
662,Douglas,Illinois,56714,69019,19623,17,041,IL
663,Effingham,Illinois,56685,73213,34137,17,049,IL
664,Fulton,Illinois,51643,63327,35092,17,057,IL
665,Greene,Illinois,49885,59000,13132,17,061,IL
666,Hamilton,Illinois,54046,62449,8176,17,065,IL
667,Hardin,Illinois,51250,67702,3939,17,069,IL
668,Henry,Illinois,59933,76108,49267,17,073,IL
669,Johnson,Illinois,52774,63421,12494,17,087,IL
670,Knox,Illinois,44129,63307,50508,17,095,IL
671,Livingston,Illinois,55160,71034,36040,17,105,IL
672,Scott,Illinois,57118,69957,5005,17,171,IL
673,Tazewell,Illinois,63454,78864,133195,17,179,IL
674,Warren,Illinois,50310,61667,17146,17,187,IL
675,Sangamon,Illinois,61912,83290,196861,17,167,IL
676,Randolph,Illinois,53816,69158,32295,17,157,IL
677,Ogle,Illinois,60986,74961,51025,17,141,IL
678,Morgan,Illinois,51437,62943,34247,17,137,IL
679,White,Illinois,49290,61134,13868,17,193,IL
680,Henderson,Illinois,53676,60380,6809,17,071,IL
681,McLean,Illinois,67675,92750,172578,17,113,IL
682,Perry,Illinois,52428,64574,21251,17,145,IL
683,Rock Island,Illinois,54858,70262,143873,17,161,IL
684,Wabash,Illinois,50770,70837,11546,17,185,IL
685,Cumberland,Illinois,56206,71030,10836,17,035,IL
686,Jo Daviess,Illinois,57946,74935,21588,17,085,IL
687,Lawrence,Illinois,46636,60331,16033,17,101,IL
688,Marshall,Illinois,58465,72575,11679,17,123,IL
689,Christian,Illinois,52834,64874,32931,17,021,IL
690,Jackson,Illinois,37241,59480,57977,17,077,IL
691,Peoria,Illinois,55842,73080,182770,17,143,IL
692,Piatt,Illinois,70849,82691,16401,17,147,IL
693,Stark,Illinois,54907,67923,5447,17,175,IL
694,Bond,Illinois,57289,76282,16589,17,005,IL
695,Carroll,Illinois,52410,68379,14466,17,015,IL
696,Jersey,Illinois,63028,84489,21937,17,083,IL
697,Huntington,Indiana,53632,66022,36359,18,069,IN
698,White,Indiana,54576,65428,24149,18,181,IN
699,Jay,Indiana,47658,60086,20840,18,075,IN
700,Shelby,Indiana,60404,74165,44438,18,145,IN
701,Sullivan,Indiana,50245,61638,20730,18,153,IN
702,Tippecanoe,Indiana,53130,74711,191553,18,157,IN
703,Hamilton,Indiana,98173,116580,323117,18,057,IN
704,Bartholomew,Indiana,63431,77752,82481,18,005,IN
705,Fulton,Indiana,52034,64716,20096,18,049,IN
706,Noble,Indiana,56789,66777,47506,18,113,IN
707,Clark,Indiana,55630,69987,116507,18,019,IN
708,Hendricks,Indiana,81933,93555,163799,18,063,IN
709,Grant,Indiana,44356,55720,66452,18,053,IN
710,Jackson,Indiana,51250,62098,44025,18,071,IN
711,Owen,Indiana,49543,62476,20835,18,119,IN
712,Whitley,Indiana,61741,74610,33730,18,183,IN
713,Clinton,Indiana,54286,64834,32273,18,023,IN
714,Union,Indiana,50375,60550,7113,18,161,IN
715,Dearborn,Indiana,68658,78563,49479,18,029,IN
716,Lawrence,Indiana,53610,65576,45548,18,093,IN
717,Perry,Indiana,52348,66747,19102,18,123,IN
718,Posey,Indiana,64196,78116,25560,18,129,IN
719,Carroll,Indiana,54806,65153,20074,18,015,IN
720,Fountain,Indiana,52874,66338,16430,18,045,IN
721,Starke,Indiana,51190,59752,22952,18,149,IN
722,Greene,Indiana,51613,62163,32159,18,055,IN
723,Lake,Indiana,56128,69821,485707,18,089,IN
724,Montgomery,Indiana,55522,67016,38287,18,107,IN
725,Adams,Indiana,52504,65609,35376,18,001,IN
726,Fayette,Indiana,46175,54251,23194,18,041,IN
727,Clay,Indiana,55637,66464,26234,18,021,IN
728,Dubois,Indiana,60666,74470,42543,18,037,IN
729,Franklin,Indiana,62462,71274,22774,18,047,IN
730,Hancock,Indiana,74072,87694,75164,18,059,IN
731,Howard,Indiana,52373,64533,82331,18,067,IN
732,Ohio,Indiana,60128,73088,5874,18,115,IN
733,Parke,Indiana,52618,60037,16946,18,121,IN
734,Randolph,Indiana,48036,59828,24926,18,135,IN
735,Benton,Indiana,49488,57131,8677,18,007,IN
736,Brown,Indiana,61030,76466,15064,18,013,IN
737,Putnam,Indiana,61047,73502,37384,18,133,IN
738,Washington,Indiana,47983,61088,27848,18,175,IN
739,Daviess,Indiana,53629,66065,33120,18,027,IN
740,Henry,Indiana,49832,60418,48255,18,065,IN
741,Knox,Indiana,47380,63665,37065,18,083,IN
742,Madison,Indiana,49522,61629,129455,18,095,IN
743,Pike,Indiana,50194,63112,12378,18,125,IN
744,Pulaski,Indiana,49580,58236,12559,18,131,IN
745,Steuben,Indiana,58279,70905,34453,18,151,IN
746,Warren,Indiana,60553,71545,8237,18,171,IN
747,Vermillion,Indiana,50243,60389,15539,18,165,IN
748,Wells,Indiana,59237,71768,28011,18,179,IN
749,Allen,Indiana,54857,68746,372575,18,003,IN
750,Decatur,Indiana,57949,66351,26562,18,031,IN
751,Delaware,Indiana,43512,59699,115020,18,035,IN
752,Floyd,Indiana,64468,82020,77320,18,043,IN
753,Jefferson,Indiana,52718,61778,32201,18,077,IN
754,Jennings,Indiana,54191,64401,27710,18,079,IN
755,Johnson,Indiana,72440,86964,153716,18,081,IN
756,Miami,Indiana,50657,61011,35815,18,103,IN
757,Morgan,Indiana,64335,73892,69922,18,109,IN
758,Gibson,Indiana,55462,71335,33656,18,051,IN
759,Newton,Indiana,55356,65837,13992,18,111,IN
760,Orange,Indiana,47917,58335,19545,18,117,IN
761,St. Joseph,Indiana,52769,68246,270216,18,141,IN
762,Kosciusko,Indiana,61366,70338,79035,18,085,IN
763,Marshall,Indiana,52658,64036,46461,18,099,IN
764,Switzerland,Indiana,49383,61375,10685,18,155,IN
765,Vanderburgh,Indiana,49708,66382,181291,18,163,IN
766,Blackford,Indiana,43505,53263,12013,18,009,IN
767,Scott,Indiana,48700,60092,23759,18,143,IN
768,Monroe,Indiana,49839,77074,146461,18,105,IN
769,Elkhart,Indiana,57021,67569,204558,18,039,IN
770,Crawford,Indiana,41662,56900,10569,18,025,IN
771,Cass,Indiana,49415,63787,37880,18,017,IN
772,Marion,Indiana,48316,62678,951869,18,097,IN
773,Wayne,Indiana,46516,58372,66342,18,177,IN
774,Harrison,Indiana,57712,73355,39940,18,061,IN
775,LaPorte,Indiana,53658,67310,110154,18,091,IN
776,Wabash,Indiana,54259,63990,31389,18,169,IN
777,Jasper,Indiana,63892,73969,33447,18,073,IN
778,Martin,Indiana,52726,66267,10212,18,101,IN
779,Porter,Indiana,71152,86096,168636,18,127,IN
780,Ripley,Indiana,56332,71011,28391,18,137,IN
781,Spencer,Indiana,57305,74401,20447,18,147,IN
782,Tipton,Indiana,58118,75724,15162,18,159,IN
783,Vigo,Indiana,45230,60767,107459,18,167,IN
784,Warrick,Indiana,73482,87653,62280,18,173,IN
785,DeKalb,Indiana,56421,68672,42927,18,033,IN
786,LaGrange,Indiana,64498,72199,39193,18,087,IN
787,Rush,Indiana,54346,64482,16641,18,139,IN
788,Boone,Indiana,83077,102419,65544,18,011,IN
789,Benton,Iowa,67729,81005,25636,19,011,IA
790,Dubuque,Iowa,63031,79655,96982,19,061,IA
791,Pocahontas,Iowa,52448,72470,6797,19,151,IA
792,Van Buren,Iowa,48591,60700,7150,19,177,IA
793,Adams,Iowa,49255,67038,3670,19,003,IA
794,Audubon,Iowa,52055,61964,5571,19,009,IA
795,Davis,Iowa,63404,80203,8920,19,051,IA
796,Ida,Iowa,58427,75175,6901,19,093,IA
797,Monroe,Iowa,58269,72826,7807,19,135,IA
798,Sioux,Iowa,69844,81043,34827,19,167,IA
799,Calhoun,Iowa,52323,68072,9744,19,025,IA
800,Cerro Gordo,Iowa,53963,72240,42834,19,033,IA
801,Hardin,Iowa,54196,70070,17061,19,083,IA
802,Lucas,Iowa,55205,69388,8583,19,117,IA
803,Palo Alto,Iowa,52932,71098,9003,19,147,IA
804,Henry,Iowa,53501,67287,19941,19,087,IA
805,Jasper,Iowa,58952,70616,36971,19,099,IA
806,Poweshiek,Iowa,53852,74506,18388,19,157,IA
807,Clayton,Iowa,53152,67961,17625,19,043,IA
808,Bremer,Iowa,70395,86031,24864,19,017,IA
809,Emmet,Iowa,51563,70656,9438,19,063,IA
810,Hancock,Iowa,61761,72188,10802,19,081,IA
811,Jackson,Iowa,55967,75254,19401,19,097,IA
812,Lee,Iowa,49564,63633,34227,19,111,IA
813,Warren,Iowa,77048,92705,50076,19,181,IA
814,Mahaska,Iowa,54825,68590,22164,19,123,IA
815,Clay,Iowa,50521,67620,16211,19,041,IA
816,Delaware,Iowa,63750,76002,17183,19,055,IA
817,Wayne,Iowa,44768,60342,6429,19,185,IA
818,Scott,Iowa,61183,79734,172446,19,163,IA
819,Butler,Iowa,57115,70658,14628,19,023,IA
820,Fremont,Iowa,56750,70109,6946,19,071,IA
821,Hamilton,Iowa,60910,75203,14997,19,079,IA
822,Taylor,Iowa,50431,66452,6167,19,173,IA
823,Union,Iowa,49900,71949,12358,19,175,IA
824,Worth,Iowa,57130,73861,7445,19,195,IA
825,Ringgold,Iowa,55271,65163,4964,19,159,IA
826,Adair,Iowa,53363,73406,7085,19,001,IA
827,Chickasaw,Iowa,60034,77834,12026,19,037,IA
828,Clarke,Iowa,54427,63623,9360,19,039,IA
829,Dickinson,Iowa,59969,78901,17127,19,059,IA
830,Johnson,Iowa,62542,95047,148577,19,103,IA
831,Keokuk,Iowa,52881,68848,10188,19,107,IA
832,Tama,Iowa,56037,71080,17032,19,171,IA
833,Wapello,Iowa,46246,58787,35141,19,179,IA
834,Franklin,Iowa,56419,64256,10162,19,069,IA
835,Carroll,Iowa,59212,80006,20281,19,027,IA
836,Cedar,Iowa,67795,83974,18457,19,031,IA
837,Floyd,Iowa,50406,69570,15786,19,067,IA
838,Greene,Iowa,53050,69744,8950,19,073,IA
839,Louisa,Iowa,56673,71649,11178,19,115,IA
840,Lyon,Iowa,64982,75226,11776,19,119,IA
841,Marion,Iowa,61038,75677,33172,19,125,IA
842,Washington,Iowa,62556,75545,22100,19,183,IA
843,Wright,Iowa,53333,63605,12739,19,197,IA
844,Cass,Iowa,50187,66425,13091,19,029,IA
845,Cherokee,Iowa,56550,73068,11343,19,035,IA
846,Crawford,Iowa,55755,71361,17034,19,047,IA
847,Des Moines,Iowa,51267,66897,39386,19,057,IA
848,Fayette,Iowa,51128,62644,19803,19,065,IA
849,Harrison,Iowa,63854,76655,14089,19,085,IA
850,Kossuth,Iowa,56073,67648,14978,19,109,IA
851,Mills,Iowa,72079,89295,15034,19,129,IA
852,Monona,Iowa,47605,66417,8730,19,133,IA
853,Muscatine,Iowa,58453,71555,42889,19,139,IA
854,Osceola,Iowa,59725,69335,6052,19,143,IA
855,Polk,Iowa,67637,83465,479612,19,153,IA
856,Webster,Iowa,47466,63511,36545,19,187,IA
857,Story,Iowa,56756,88506,96941,19,169,IA
858,Woodbury,Iowa,59224,70500,102586,19,193,IA
859,Black Hawk,Iowa,53539,72400,132393,19,013,IA
860,Grundy,Iowa,68038,80687,12299,19,075,IA
861,Jones,Iowa,57549,74988,20559,19,105,IA
862,Mitchell,Iowa,58302,69485,10608,19,131,IA
863,Montgomery,Iowa,51696,61406,10053,19,137,IA
864,Sac,Iowa,58232,70880,9802,19,161,IA
865,Plymouth,Iowa,67297,80779,25068,19,149,IA
866,Buchanan,Iowa,64837,77695,21118,19,019,IA
867,Clinton,Iowa,51688,68147,46909,19,045,IA
868,Decatur,Iowa,44462,56213,7979,19,053,IA
869,Jefferson,Iowa,47708,59925,18148,19,101,IA
870,Allamakee,Iowa,52216,68807,13813,19,005,IA
871,Linn,Iowa,64903,85516,223861,19,113,IA
872,Dallas,Iowa,88479,111131,87099,19,049,IA
873,O'Brien,Iowa,53703,72361,13835,19,141,IA
874,Winnebago,Iowa,49870,68281,10534,19,189,IA
875,Shelby,Iowa,58000,75923,11606,19,165,IA
876,Appanoose,Iowa,40167,53099,12452,19,007,IA
877,Iowa,Iowa,61443,72978,16189,19,095,IA
878,Page,Iowa,51867,64835,15268,19,145,IA
879,Winneshiek,Iowa,65263,81815,20262,19,191,IA
880,Pottawattamie,Iowa,60065,73958,93393,19,155,IA
881,Marshall,Iowa,56437,69134,39964,19,127,IA
882,Boone,Iowa,64000,77462,26370,19,015,IA
883,Buena Vista,Iowa,57125,69759,20058,19,021,IA
884,Howard,Iowa,55060,68814,9226,19,089,IA
885,Guthrie,Iowa,61161,72745,10669,19,077,IA
886,Humboldt,Iowa,54575,71318,9554,19,091,IA
887,Madison,Iowa,66316,80896,16012,19,121,IA
888,Sherman,Kansas,54754,57448,5938,20,181,KS
889,Thomas,Kansas,60124,71806,7810,20,193,KS
890,Morris,Kansas,55658,71354,5566,20,127,KS
891,Rooks,Kansas,49415,63101,5053,20,163,KS
892,Clark,Kansas,53348,64318,2026,20,025,KS
893,Harper,Kansas,49865,55214,5594,20,077,KS
894,Lyon,Kansas,46338,65442,33251,20,111,KS
895,Pawnee,Kansas,49917,62578,6629,20,145,KS
896,Comanche,Kansas,54821,74643,1740,20,033,KS
897,Gove,Kansas,48317,63523,2644,20,063,KS
898,Harvey,Kansas,57982,69612,34503,20,079,KS
899,Kearny,Kansas,52599,57578,3907,20,093,KS
900,McPherson,Kansas,59089,71728,28567,20,113,KS
901,Greeley,Kansas,54112,62500,1185,20,071,KS
902,Ellis,Kansas,52883,78236,28775,20,051,KS
903,Linn,Kansas,48778,62372,9671,20,107,KS
904,Seward,Kansas,49291,50652,22349,20,175,KS
905,Johnson,Kansas,89087,109437,591506,20,091,KS
906,Miami,Kansas,71995,86235,33417,20,121,KS
907,Woodson,Kansas,39643,54408,3157,20,207,KS
908,Ness,Kansas,56492,63482,2876,20,135,KS
909,Bourbon,Kansas,43917,52428,14608,20,011,KS
910,Kiowa,Kansas,53274,65446,2505,20,097,KS
911,Shawnee,Kansas,56762,74748,177852,20,177,KS
912,Chautauqua,Kansas,40298,53984,3323,20,019,KS
913,Reno,Kansas,49936,62770,62765,20,155,KS
914,Doniphan,Kansas,49703,64482,7684,20,043,KS
915,Haskell,Kansas,55064,59864,4018,20,081,KS
916,Scott,Kansas,65417,75917,4917,20,171,KS
917,Brown,Kansas,48333,60433,9626,20,013,KS
918,Phillips,Kansas,50093,62893,5340,20,147,KS
919,Decatur,Kansas,48125,63125,2860,20,039,KS
920,Stanton,Kansas,52054,67609,2052,20,187,KS
921,Meade,Kansas,59316,71625,4180,20,119,KS
922,Montgomery,Kansas,45157,56074,32521,20,125,KS
923,Pratt,Kansas,52327,65914,9452,20,151,KS
924,Rawlins,Kansas,53207,71417,2502,20,153,KS
925,Anderson,Kansas,50213,61365,7835,20,003,KS
926,Ellsworth,Kansas,54902,73009,6231,20,053,KS
927,Geary,Kansas,53133,58380,34025,20,061,KS
928,Ford,Kansas,51711,58821,34179,20,057,KS
929,Russell,Kansas,44792,57697,6948,20,167,KS
930,Marshall,Kansas,51895,66621,9749,20,117,KS
931,Allen,Kansas,45333,58816,12556,20,001,KS
932,Cheyenne,Kansas,47639,63942,2665,20,023,KS
933,Cowley,Kansas,50102,61718,35351,20,035,KS
934,Elk,Kansas,38750,57500,2523,20,049,KS
935,Franklin,Kansas,56582,68296,25558,20,059,KS
936,Hodgeman,Kansas,61211,79554,1876,20,083,KS
937,Jewell,Kansas,40676,53056,2885,20,089,KS
938,Rice,Kansas,53012,66146,9658,20,159,KS
939,Stafford,Kansas,49375,64766,4181,20,185,KS
940,Osage,Kansas,54090,65530,15881,20,139,KS
941,Coffey,Kansas,59583,76307,8254,20,031,KS
942,Crawford,Kansas,41004,59959,38968,20,037,KS
943,Greenwood,Kansas,41982,58171,6081,20,073,KS
944,Labette,Kansas,47643,57833,20119,20,099,KS
945,Sedgwick,Kansas,56524,72753,513375,20,173,KS
946,Republic,Kansas,47976,65994,4658,20,157,KS
947,Graham,Kansas,46375,56719,2519,20,065,KS
948,Douglas,Kansas,59435,88078,120290,20,045,KS
949,Sheridan,Kansas,62885,76371,2506,20,179,KS
950,Gray,Kansas,64930,72721,6039,20,069,KS
951,Wallace,Kansas,63269,79167,1574,20,199,KS
952,Chase,Kansas,45353,56852,2637,20,017,KS
953,Stevens,Kansas,57806,62833,5603,20,189,KS
954,Smith,Kansas,43429,58846,3627,20,183,KS
955,Grant,Kansas,53413,74556,7467,20,067,KS
956,Jackson,Kansas,57914,66957,13266,20,085,KS
957,Kingman,Kansas,60469,75045,7340,20,095,KS
958,Logan,Kansas,51740,61912,2805,20,109,KS
959,Nemaha,Kansas,63216,80667,10121,20,131,KS
960,Pottawatomie,Kansas,66835,78772,23847,20,149,KS
961,Wyandotte,Kansas,46881,55381,164861,20,209,KS
962,Cherokee,Kansas,43175,54963,20179,20,021,KS
963,Butler,Kansas,64782,80770,66698,20,015,KS
964,Clay,Kansas,53929,68050,8082,20,027,KS
965,Lincoln,Kansas,45076,62667,3044,20,105,KS
966,Saline,Kansas,52200,72040,54701,20,169,KS
967,Sumner,Kansas,55000,69385,23114,20,191,KS
968,Trego,Kansas,57966,77000,2840,20,195,KS
969,Wabaunsee,Kansas,61178,72804,6889,20,197,KS
970,Wilson,Kansas,48341,59044,8688,20,205,KS
971,Mitchell,Kansas,46203,58085,6145,20,123,KS
972,Osborne,Kansas,51286,70260,3530,20,141,KS
973,Atchison,Kansas,50439,62016,16268,20,005,KS
974,Finney,Kansas,60798,69197,36750,20,055,KS
975,Hamilton,Kansas,46944,52263,2591,20,075,KS
976,Leavenworth,Kansas,73013,85735,80745,20,103,KS
977,Washington,Kansas,50588,63472,5493,20,201,KS
978,Wichita,Kansas,57978,62321,2130,20,203,KS
979,Morton,Kansas,47750,57604,2754,20,129,KS
980,Norton,Kansas,49038,67104,5446,20,137,KS
981,Barton,Kansas,49723,67595,26453,20,009,KS
982,Cloud,Kansas,45373,57639,8938,20,029,KS
983,Edwards,Kansas,50902,64348,2869,20,047,KS
984,Lane,Kansas,52125,70167,1564,20,101,KS
985,Rush,Kansas,47981,66797,3022,20,165,KS
986,Marion,Kansas,52123,67111,11964,20,115,KS
987,Neosho,Kansas,46291,58902,16108,20,133,KS
988,Ottawa,Kansas,54784,71118,5822,20,143,KS
989,Riley,Kansas,51208,74331,75056,20,161,KS
990,Barber,Kansas,50174,62159,4624,20,007,KS
991,Dickinson,Kansas,49991,63384,18828,20,041,KS
992,Jefferson,Kansas,64864,79313,18890,20,087,KS
993,Garrard,Kentucky,52631,63917,17445,21,079,KY
